County,State,Date,Total Labor,Employed,Unemployed,Rate
Wabaunsee County,KS,Mar-20,3647,3534,113,3.1
Wallace County,KS,Mar-20,984,968,16,1.6
Washington County,KS,Mar-20,3006,2949,57,1.9
Wichita County,KS,Mar-20,1290,1268,22,1.7
Wilson County,KS,Mar-20,4060,3887,173,4.3
Woodson County,KS,Mar-20,1657,1600,57,3.4
Wyandotte County,KS,Mar-20,77021,74112,2909,3.8
Adair County,MO,Mar-20,10400,9989,411,4
Andrew County,MO,Mar-20,9865,9538,327,3.3
Atchison County,MO,Mar-20,2769,2681,88,3.2
Audrain County,MO,Mar-20,10844,10444,400,3.7
Barry County,MO,Mar-20,16255,15401,854,5.3
Barton County,MO,Mar-20,5308,5102,206,3.9
Bates County,MO,Mar-20,8028,7650,378,4.7
Benton County,MO,Mar-20,7371,6944,427,5.8
Bollinger County,MO,Mar-20,5576,5339,237,4.3
Boone County,MO,Mar-20,100786,98180,2606,2.6
Buchanan County,MO,Mar-20,45170,43501,1669,3.7
Butler County,MO,Mar-20,18699,17755,944,5
Caldwell County,MO,Mar-20,4452,4266,186,4.2
Callaway County,MO,Mar-20,21597,20853,744,3.4
Camden County,MO,Mar-20,18536,17384,1152,6.2
Cape Girardeau County,MO,Mar-20,41710,40172,1538,3.7
Carroll County,MO,Mar-20,4847,4657,190,3.9
Carter County,MO,Mar-20,2627,2464,163,6.2
Cass County,MO,Mar-20,55668,53607,2061,3.7
Cedar County,MO,Mar-20,5940,5707,233,3.9
Chariton County,MO,Mar-20,3874,3719,155,4
Christian County,MO,Mar-20,46073,44563,1510,3.3
Clark County,MO,Mar-20,3269,3124,145,4.4
Clay County,MO,Mar-20,138243,133639,4604,3.3
Clinton County,MO,Mar-20,10871,10497,374,3.4
Cole County,MO,Mar-20,39443,38191,1252,3.2
Cooper County,MO,Mar-20,7542,7252,290,3.8
Crawford County,MO,Mar-20,11307,10739,568,5
Dade County,MO,Mar-20,3669,3526,143,3.9
Dallas County,MO,Mar-20,7214,6891,323,4.5
Daviess County,MO,Mar-20,4239,4084,155,3.7
DeKalb County,MO,Mar-20,4912,4720,192,3.9
Dent County,MO,Mar-20,6552,6280,272,4.2
Douglas County,MO,Mar-20,5220,4950,270,5.2
Dunklin County,MO,Mar-20,11937,11075,862,7.2
Franklin County,MO,Mar-20,54195,51948,2247,4.1
Gasconade County,MO,Mar-20,7865,7589,276,3.5
Gentry County,MO,Mar-20,3567,3461,106,3
Greene County,MO,Mar-20,155382,150267,5115,3.3
Grundy County,MO,Mar-20,4470,4317,153,3.4
Harrison County,MO,Mar-20,3978,3802,176,4.4
Henry County,MO,Mar-20,9999,9603,396,4
Hickory County,MO,Mar-20,3900,3708,192,4.9
Holt County,MO,Mar-20,2602,2533,69,2.7
Howard County,MO,Mar-20,4975,4818,157,3.2
Howell County,MO,Mar-20,16961,16213,748,4.4
Iron County,MO,Mar-20,3680,3443,237,6.4
Jackson County,MO,Mar-20,368459,352353,16106,4.4
Jasper County,MO,Mar-20,58158,56138,2020,3.5
Jefferson County,MO,Mar-20,120251,115406,4845,4
Johnson County,MO,Mar-20,24103,23063,1040,4.3
Knox County,MO,Mar-20,1806,1739,67,3.7
Laclede County,MO,Mar-20,17551,16493,1058,6
Lafayette County,MO,Mar-20,17116,16464,652,3.8
Lawrence County,MO,Mar-20,18677,17813,864,4.6
Lewis County,MO,Mar-20,5117,4935,182,3.6
Lincoln County,MO,Mar-20,28895,27739,1156,4
Linn County,MO,Mar-20,5268,4980,288,5.5
Livingston County,MO,Mar-20,7599,7374,225,3
McDonald County,MO,Mar-20,11123,10670,453,4.1
Macon County,MO,Mar-20,7745,7406,339,4.4
Madison County,MO,Mar-20,5757,5461,296,5.1
Maries County,MO,Mar-20,3983,3834,149,3.7
Marion County,MO,Mar-20,14820,14260,560,3.8
Mercer County,MO,Mar-20,1956,1887,69,3.5
Miller County,MO,Mar-20,12516,11779,737,5.9
Mississippi County,MO,Mar-20,5975,5660,315,5.3
Moniteau County,MO,Mar-20,7425,7145,280,3.8
Monroe County,MO,Mar-20,3852,3666,186,4.8
Montgomery County,MO,Mar-20,5906,5685,221,3.7
Morgan County,MO,Mar-20,8209,7760,449,5.5
New Madrid County,MO,Mar-20,8675,8226,449,5.2
Newton County,MO,Mar-20,27824,26770,1054,3.8
Nodaway County,MO,Mar-20,11435,11051,384,3.4
Oregon County,MO,Mar-20,4180,3943,237,5.7
Osage County,MO,Mar-20,7191,6972,219,3
Ozark County,MO,Mar-20,3520,3332,188,5.3
Pemiscot County,MO,Mar-20,6622,6230,392,5.9
Perry County,MO,Mar-20,10160,9845,315,3.1
Pettis County,MO,Mar-20,21910,20742,1168,5.3
Phelps County,MO,Mar-20,20383,19595,788,3.9
Pike County,MO,Mar-20,7738,7428,310,4
Platte County,MO,Mar-20,59422,57649,1773,3
Polk County,MO,Mar-20,14836,14319,517,3.5
Pulaski County,MO,Mar-20,15090,14453,637,4.2
Putnam County,MO,Mar-20,2316,2226,90,3.9
Ralls County,MO,Mar-20,5746,5548,198,3.4
Randolph County,MO,Mar-20,10694,10234,460,4.3
Ray County,MO,Mar-20,11136,10711,425,3.8
Reynolds County,MO,Mar-20,3051,2908,143,4.7
Ripley County,MO,Mar-20,5093,4840,253,5
St. Charles County,MO,Mar-20,230397,223260,7137,3.1
St. Clair County,MO,Mar-20,3839,3669,170,4.4
Ste. Genevieve County,MO,Mar-20,9407,9045,362,3.8
St. Francois County,MO,Mar-20,27443,26044,1399,5.1
St. Louis County,MO,Mar-20,540304,520981,19323,3.6
Saline County,MO,Mar-20,11194,10788,406,3.6
Schuyler County,MO,Mar-20,1971,1873,98,5
Scotland County,MO,Mar-20,2428,2350,78,3.2
Scott County,MO,Mar-20,20446,19545,901,4.4
Shannon County,MO,Mar-20,3339,3106,233,7
Shelby County,MO,Mar-20,3237,3080,157,4.9
Stoddard County,MO,Mar-20,13651,12885,766,5.6
Stone County,MO,Mar-20,13867,12899,968,7
Sullivan County,MO,Mar-20,2816,2679,137,4.9
Taney County,MO,Mar-20,27293,25189,2104,7.7
Texas County,MO,Mar-20,9131,8643,488,5.3
Vernon County,MO,Mar-20,9743,9365,378,3.9
Warren County,MO,Mar-20,18290,17596,694,3.8
Washington County,MO,Mar-20,10623,9980,643,6.1
Wayne County,MO,Mar-20,5236,4964,272,5.2
Webster County,MO,Mar-20,17714,17001,713,4
Worth County,MO,Mar-20,1187,1152,35,2.9
Wright County,MO,Mar-20,7630,7193,437,5.7
St. Louis city,MO,Mar-20,155432,148348,7084,4.6
Allen County,KS,Apr-20,6506,5948,558,8.6
Anderson County,KS,Apr-20,4093,3827,266,6.5
Atchison County,KS,Apr-20,7119,6281,838,11.8
Barber County,KS,Apr-20,2189,2080,109,5
Barton County,KS,Apr-20,13690,12641,1049,7.7
Bourbon County,KS,Apr-20,6608,6027,581,8.8
Brown County,KS,Apr-20,5350,4891,459,8.6
Butler County,KS,Apr-20,33259,28435,4824,14.5
Chase County,KS,Apr-20,1662,1495,167,10
Chautauqua County,KS,Apr-20,1459,1319,140,9.6
Cherokee County,KS,Apr-20,10215,9149,1066,10.4
Cheyenne County,KS,Apr-20,1180,1142,38,3.2
Clark County,KS,Apr-20,963,939,24,2.5
Clay County,KS,Apr-20,3658,3371,287,7.8
Cloud County,KS,Apr-20,3662,3458,204,5.6
Coffey County,KS,Apr-20,3961,3628,333,8.4
Comanche County,KS,Apr-20,832,796,36,4.3
Cowley County,KS,Apr-20,17345,14913,2432,14
Crawford County,KS,Apr-20,19131,17414,1717,9
Decatur County,KS,Apr-20,1133,1075,58,5.1
Dickinson County,KS,Apr-20,8795,8091,704,8
Doniphan County,KS,Apr-20,4006,3633,373,9.3
Douglas County,KS,Apr-20,65917,58350,7567,11.5
Edwards County,KS,Apr-20,1222,1172,50,4.1
Elk County,KS,Apr-20,1157,1051,106,9.2
Ellis County,KS,Apr-20,16903,15688,1215,7.2
Ellsworth County,KS,Apr-20,2574,2458,116,4.5
Finney County,KS,Apr-20,20188,18988,1200,5.9
Ford County,KS,Apr-20,16414,15673,741,4.5
Franklin County,KS,Apr-20,14227,12895,1332,9.4
Geary County,KS,Apr-20,11463,10219,1244,10.9
Gove County,KS,Apr-20,1403,1336,67,4.8
Graham County,KS,Apr-20,1048,993,55,5.2
Grant County,KS,Apr-20,2882,2759,123,4.3
Gray County,KS,Apr-20,2969,2890,79,2.7
Greeley County,KS,Apr-20,742,727,15,2
Greenwood County,KS,Apr-20,3294,2994,300,9.1
Hamilton County,KS,Apr-20,1429,1402,27,1.9
Harper County,KS,Apr-20,2812,2643,169,6
Harvey County,KS,Apr-20,16779,14902,1877,11.2
Haskell County,KS,Apr-20,2048,1986,62,3
Hodgeman County,KS,Apr-20,923,888,35,3.8
Jackson County,KS,Apr-20,7247,6339,908,12.5
Jefferson County,KS,Apr-20,9914,8904,1010,10.2
Jewell County,KS,Apr-20,1203,1154,49,4.1
Johnson County,KS,Apr-20,334774,299312,35462,10.6
Kearny County,KS,Apr-20,1913,1820,93,4.9
Kingman County,KS,Apr-20,3286,2968,318,9.7
Kiowa County,KS,Apr-20,1186,1128,58,4.9
Labette County,KS,Apr-20,9826,9017,809,8.2
Lane County,KS,Apr-20,696,672,24,3.4
Leavenworth County,KS,Apr-20,36154,31989,4165,11.5
Lincoln County,KS,Apr-20,1602,1544,58,3.6
Linn County,KS,Apr-20,4197,3770,427,10.2
Logan County,KS,Apr-20,1537,1467,70,4.6
Lyon County,KS,Apr-20,16935,15665,1270,7.5
McPherson County,KS,Apr-20,17066,16071,995,5.8
Marion County,KS,Apr-20,5847,5400,447,7.6
Marshall County,KS,Apr-20,5222,4951,271,5.2
Meade County,KS,Apr-20,1951,1870,81,4.2
Miami County,KS,Apr-20,16904,15342,1562,9.2
Mitchell County,KS,Apr-20,3167,3058,109,3.4
Montgomery County,KS,Apr-20,15230,13189,2041,13.4
Morris County,KS,Apr-20,2874,2678,196,6.8
Morton County,KS,Apr-20,1024,989,35,3.4
Nemaha County,KS,Apr-20,4949,4686,263,5.3
Neosho County,KS,Apr-20,6066,5455,611,10.1
Ness County,KS,Apr-20,1260,1192,68,5.4
Norton County,KS,Apr-20,2464,2383,81,3.3
Osage County,KS,Apr-20,7764,6988,776,10
Osborne County,KS,Apr-20,1886,1801,85,4.5
Ottawa County,KS,Apr-20,2926,2748,178,6.1
Pawnee County,KS,Apr-20,2603,2472,131,5
Phillips County,KS,Apr-20,2556,2387,169,6.6
Pottawatomie County,KS,Apr-20,11670,10777,893,7.7
Pratt County,KS,Apr-20,4800,4531,269,5.6
Rawlins County,KS,Apr-20,1371,1319,52,3.8
Reno County,KS,Apr-20,30782,27649,3133,10.2
Republic County,KS,Apr-20,2109,2018,91,4.3
Rice County,KS,Apr-20,5274,4911,363,6.9
Riley County,KS,Apr-20,33405,30516,2889,8.6
Rooks County,KS,Apr-20,2348,2214,134,5.7
Rush County,KS,Apr-20,1566,1435,131,8.4
Russell County,KS,Apr-20,3171,2935,236,7.4
Saline County,KS,Apr-20,30874,27918,2956,9.6
Scott County,KS,Apr-20,2594,2500,94,3.6
Sedgwick County,KS,Apr-20,270060,219653,50407,18.7
Seward County,KS,Apr-20,9071,8527,544,6
Shawnee County,KS,Apr-20,90912,79856,11056,12.2
Sheridan County,KS,Apr-20,1292,1251,41,3.2
Sherman County,KS,Apr-20,2640,2521,119,4.5
Smith County,KS,Apr-20,1836,1769,67,3.6
Stafford County,KS,Apr-20,1856,1759,97,5.2
Stanton County,KS,Apr-20,878,857,21,2.4
Stevens County,KS,Apr-20,2534,2447,87,3.4
Sumner County,KS,Apr-20,11502,9493,2009,17.5
Thomas County,KS,Apr-20,4030,3858,172,4.3
Trego County,KS,Apr-20,1289,1205,84,6.5
Wabaunsee County,KS,Apr-20,3449,3186,263,7.6
Wallace County,KS,Apr-20,911,891,20,2.2
Washington County,KS,Apr-20,2796,2685,111,4
Wichita County,KS,Apr-20,1180,1151,29,2.5
Wilson County,KS,Apr-20,4369,3551,818,18.7
Woodson County,KS,Apr-20,1616,1473,143,8.8
Wyandotte County,KS,Apr-20,78945,67158,11787,14.9
Adair County,MO,Apr-20,10047,9338,709,7.1
Andrew County,MO,Apr-20,9482,8907,575,6.1
Atchison County,MO,Apr-20,2850,2683,167,5.9
Audrain County,MO,Apr-20,10904,9782,1122,10.3
Barry County,MO,Apr-20,15966,14547,1419,8.9
Barton County,MO,Apr-20,5327,4875,452,8.5
Bates County,MO,Apr-20,7573,7061,512,6.8
Benton County,MO,Apr-20,7184,6486,698,9.7
Bollinger County,MO,Apr-20,5393,4876,517,9.6
Boone County,MO,Apr-20,96279,90019,6260,6.5
Buchanan County,MO,Apr-20,43384,40220,3164,7.3
Butler County,MO,Apr-20,18110,16149,1961,10.8
Caldwell County,MO,Apr-20,4374,3963,411,9.4
Callaway County,MO,Apr-20,20669,19244,1425,6.9
Camden County,MO,Apr-20,18844,16329,2515,13.3
Cape Girardeau County,MO,Apr-20,39440,35694,3746,9.5
Carroll County,MO,Apr-20,4768,4425,343,7.2
Carter County,MO,Apr-20,2509,2299,210,8.4
Cass County,MO,Apr-20,52490,47895,4595,8.8
Cedar County,MO,Apr-20,5702,5417,285,5
Chariton County,MO,Apr-20,3763,3567,196,5.2
Christian County,MO,Apr-20,44133,40182,3951,9
Clark County,MO,Apr-20,3350,3008,342,10.2
Clay County,MO,Apr-20,135933,118820,17113,12.6
Clinton County,MO,Apr-20,10798,9530,1268,11.7
Cole County,MO,Apr-20,37523,34970,2553,6.8
Cooper County,MO,Apr-20,7429,6755,674,9.1
Crawford County,MO,Apr-20,10875,9838,1037,9.5
Dade County,MO,Apr-20,3618,3423,195,5.4
Dallas County,MO,Apr-20,7030,6399,631,9
Daviess County,MO,Apr-20,4296,4053,243,5.7
DeKalb County,MO,Apr-20,4808,4513,295,6.1
Dent County,MO,Apr-20,6159,5781,378,6.1
Douglas County,MO,Apr-20,5360,4614,746,13.9
Dunklin County,MO,Apr-20,11707,10669,1038,8.9
Franklin County,MO,Apr-20,52314,46725,5589,10.7
Gasconade County,MO,Apr-20,7817,7070,747,9.6
Gentry County,MO,Apr-20,3585,3424,161,4.5
Greene County,MO,Apr-20,149940,135666,14274,9.5
Grundy County,MO,Apr-20,4479,4169,310,6.9
Harrison County,MO,Apr-20,3920,3709,211,5.4
Henry County,MO,Apr-20,9552,8805,747,7.8
Hickory County,MO,Apr-20,3844,3579,265,6.9
Holt County,MO,Apr-20,2638,2511,127,4.8
Howard County,MO,Apr-20,4722,4462,260,5.5
Howell County,MO,Apr-20,16347,14783,1564,9.6
Iron County,MO,Apr-20,3469,3175,294,8.5
Jackson County,MO,Apr-20,352702,312421,40281,11.4
Jasper County,MO,Apr-20,56789,51114,5675,10
Jefferson County,MO,Apr-20,114902,103023,11879,10.3
Johnson County,MO,Apr-20,23231,21279,1952,8.4
Knox County,MO,Apr-20,1780,1708,72,4
Laclede County,MO,Apr-20,17908,15242,2666,14.9
Lafayette County,MO,Apr-20,16424,15010,1414,8.6
Lawrence County,MO,Apr-20,18085,16559,1526,8.4
Lewis County,MO,Apr-20,5138,4766,372,7.2
Lincoln County,MO,Apr-20,28607,25069,3538,12.4
Linn County,MO,Apr-20,5094,4670,424,8.3
Livingston County,MO,Apr-20,7460,7016,444,6
McDonald County,MO,Apr-20,10487,9779,708,6.8
Macon County,MO,Apr-20,7388,6932,456,6.2
Madison County,MO,Apr-20,5611,5041,570,10.2
Maries County,MO,Apr-20,3808,3594,214,5.6
Marion County,MO,Apr-20,14280,13292,988,6.9
Mercer County,MO,Apr-20,2042,1968,74,3.6
Miller County,MO,Apr-20,12537,11063,1474,11.8
Mississippi County,MO,Apr-20,5718,5408,310,5.4
Moniteau County,MO,Apr-20,7215,6809,406,5.6
Monroe County,MO,Apr-20,3812,3487,325,8.5
Montgomery County,MO,Apr-20,5844,5375,469,8
Morgan County,MO,Apr-20,8172,7351,821,10
New Madrid County,MO,Apr-20,8582,7943,639,7.4
Newton County,MO,Apr-20,27470,24629,2841,10.3
Nodaway County,MO,Apr-20,11623,10554,1069,9.2
Oregon County,MO,Apr-20,4079,3732,347,8.5
Osage County,MO,Apr-20,6903,6554,349,5.1
Ozark County,MO,Apr-20,3568,3197,371,10.4
Pemiscot County,MO,Apr-20,6449,5871,578,9
Perry County,MO,Apr-20,10675,9096,1579,14.8
Pettis County,MO,Apr-20,21327,19170,2157,10.1
Phelps County,MO,Apr-20,19102,17826,1276,6.7
Pike County,MO,Apr-20,7457,6848,609,8.2
Platte County,MO,Apr-20,57026,51326,5700,10
Polk County,MO,Apr-20,14019,13157,862,6.1
Pulaski County,MO,Apr-20,14324,13213,1111,7.8
Putnam County,MO,Apr-20,2343,2223,120,5.1
Ralls County,MO,Apr-20,5606,5232,374,6.7
Randolph County,MO,Apr-20,10245,9345,900,8.8
Ray County,MO,Apr-20,11334,9608,1726,15.2
Reynolds County,MO,Apr-20,2956,2742,214,7.2
Ripley County,MO,Apr-20,5138,4502,636,12.4
St. Charles County,MO,Apr-20,221541,200359,21182,9.6
St. Clair County,MO,Apr-20,3790,3497,293,7.7
Ste. Genevieve County,MO,Apr-20,9151,8369,782,8.5
St. Francois County,MO,Apr-20,26347,23703,2644,10
St. Louis County,MO,Apr-20,512721,465883,46838,9.1
Saline County,MO,Apr-20,10703,10195,508,4.7
Schuyler County,MO,Apr-20,1967,1840,127,6.5
Scotland County,MO,Apr-20,2432,2324,108,4.4
Scott County,MO,Apr-20,19655,18146,1509,7.7
Shannon County,MO,Apr-20,3397,3015,382,11.2
Shelby County,MO,Apr-20,3127,2994,133,4.3
Stoddard County,MO,Apr-20,13601,12233,1368,10.1
Stone County,MO,Apr-20,14405,12037,2368,16.4
Sullivan County,MO,Apr-20,2764,2601,163,5.9
Taney County,MO,Apr-20,31170,23517,7653,24.6
Texas County,MO,Apr-20,8886,8235,651,7.3
Vernon County,MO,Apr-20,9399,8947,452,4.8
Warren County,MO,Apr-20,17770,15883,1887,10.6
Washington County,MO,Apr-20,10174,9112,1062,10.4
Wayne County,MO,Apr-20,4941,4517,424,8.6
Webster County,MO,Apr-20,17212,15663,1549,9
Worth County,MO,Apr-20,1257,1170,87,6.9
Wright County,MO,Apr-20,7883,6981,902,11.4
St. Louis city,MO,Apr-20,150250,132658,17592,11.7
Allen County,KS,May-20,6572,6081,491,7.5
Anderson County,KS,May-20,4157,3922,235,5.7
Atchison County,KS,May-20,7047,6347,700,9.9
Barber County,KS,May-20,2273,2168,105,4.6
Barton County,KS,May-20,13742,12833,909,6.6
Bourbon County,KS,May-20,6604,6090,514,7.8
Brown County,KS,May-20,5431,5031,400,7.4
Butler County,KS,May-20,32900,29232,3668,11.1
Chase County,KS,May-20,1678,1556,122,7.3
Chautauqua County,KS,May-20,1482,1352,130,8.8
Cherokee County,KS,May-20,10211,9317,894,8.8
Cheyenne County,KS,May-20,1251,1214,37,3
Clark County,KS,May-20,1018,992,26,2.6
Clay County,KS,May-20,3761,3509,252,6.7
Cloud County,KS,May-20,3746,3541,205,5.5
Coffey County,KS,May-20,3850,3581,269,7
Comanche County,KS,May-20,891,847,44,4.9
Cowley County,KS,May-20,16927,15119,1808,10.7
Crawford County,KS,May-20,19072,17487,1585,8.3
Decatur County,KS,May-20,1200,1138,62,5.2
Dickinson County,KS,May-20,8964,8326,638,7.1
Doniphan County,KS,May-20,4038,3732,306,7.6
Douglas County,KS,May-20,66431,59546,6885,10.4
Edwards County,KS,May-20,1289,1235,54,4.2
Elk County,KS,May-20,1158,1076,82,7.1
Ellis County,KS,May-20,16917,15945,972,5.7
Ellsworth County,KS,May-20,2659,2555,104,3.9
Finney County,KS,May-20,20389,19351,1038,5.1
Ford County,KS,May-20,16785,16013,772,4.6
Franklin County,KS,May-20,14236,13058,1178,8.3
Geary County,KS,May-20,11550,10308,1242,10.8
Gove County,KS,May-20,1459,1406,53,3.6
Graham County,KS,May-20,1116,1041,75,6.7
Grant County,KS,May-20,3059,2904,155,5.1
Gray County,KS,May-20,3191,3112,79,2.5
Greeley County,KS,May-20,789,774,15,1.9
Greenwood County,KS,May-20,3263,3011,252,7.7
Hamilton County,KS,May-20,1555,1529,26,1.7
Harper County,KS,May-20,2858,2685,173,6.1
Harvey County,KS,May-20,16772,15346,1426,8.5
Haskell County,KS,May-20,2166,2095,71,3.3
Hodgeman County,KS,May-20,985,953,32,3.2
Jackson County,KS,May-20,7303,6478,825,11.3
Jefferson County,KS,May-20,9907,9122,785,7.9
Jewell County,KS,May-20,1266,1211,55,4.3
Johnson County,KS,May-20,335505,304195,31310,9.3
Kearny County,KS,May-20,2000,1920,80,4
Kingman County,KS,May-20,3362,3111,251,7.5
Kiowa County,KS,May-20,1251,1189,62,5
Labette County,KS,May-20,9955,9156,799,8
Lane County,KS,May-20,752,724,28,3.7
Leavenworth County,KS,May-20,36315,32513,3802,10.5
Lincoln County,KS,May-20,1657,1599,58,3.5
Linn County,KS,May-20,4298,3872,426,9.9
Logan County,KS,May-20,1586,1532,54,3.4
Lyon County,KS,May-20,16976,15761,1215,7.2
McPherson County,KS,May-20,17166,16265,901,5.2
Marion County,KS,May-20,6017,5664,353,5.9
Marshall County,KS,May-20,5333,5091,242,4.5
Meade County,KS,May-20,2071,1989,82,4
Miami County,KS,May-20,16964,15605,1359,8
Mitchell County,KS,May-20,3275,3157,118,3.6
Montgomery County,KS,May-20,14998,13356,1642,10.9
Morris County,KS,May-20,2960,2799,161,5.4
Morton County,KS,May-20,1063,1027,36,3.4
Nemaha County,KS,May-20,5101,4868,233,4.6
Neosho County,KS,May-20,6140,5585,555,9
Ness County,KS,May-20,1319,1255,64,4.9
Norton County,KS,May-20,2572,2488,84,3.3
Osage County,KS,May-20,7779,7174,605,7.8
Osborne County,KS,May-20,1968,1890,78,4
Ottawa County,KS,May-20,3045,2840,205,6.7
Pawnee County,KS,May-20,2745,2607,138,5
Phillips County,KS,May-20,2620,2490,130,5
Pottawatomie County,KS,May-20,11856,11109,747,6.3
Pratt County,KS,May-20,4900,4645,255,5.2
Rawlins County,KS,May-20,1442,1392,50,3.5
Reno County,KS,May-20,30459,27977,2482,8.1
Republic County,KS,May-20,2214,2113,101,4.6
Rice County,KS,May-20,5289,5000,289,5.5
Riley County,KS,May-20,33955,31290,2665,7.8
Rooks County,KS,May-20,2471,2337,134,5.4
Rush County,KS,May-20,1582,1486,96,6.1
Russell County,KS,May-20,3250,3029,221,6.8
Saline County,KS,May-20,30996,28282,2714,8.8
Scott County,KS,May-20,2756,2655,101,3.7
Sedgwick County,KS,May-20,264806,225277,39529,14.9
Seward County,KS,May-20,9363,8741,622,6.6
Shawnee County,KS,May-20,90199,81251,8948,9.9
Sheridan County,KS,May-20,1376,1336,40,2.9
Sherman County,KS,May-20,2751,2629,122,4.4
Smith County,KS,May-20,1954,1889,65,3.3
Stafford County,KS,May-20,1968,1874,94,4.8
Stanton County,KS,May-20,942,916,26,2.8
Stevens County,KS,May-20,2700,2610,90,3.3
Sumner County,KS,May-20,11305,9809,1496,13.2
Thomas County,KS,May-20,4132,3978,154,3.7
Trego County,KS,May-20,1324,1252,72,5.4
Wabaunsee County,KS,May-20,3519,3295,224,6.4
Wallace County,KS,May-20,976,958,18,1.8
Washington County,KS,May-20,2928,2831,97,3.3
Wichita County,KS,May-20,1300,1274,26,2
Wilson County,KS,May-20,4064,3665,399,9.8
Woodson County,KS,May-20,1668,1528,140,8.4
Wyandotte County,KS,May-20,79388,68202,11186,14.1
Adair County,MO,May-20,9887,9272,615,6.2
Andrew County,MO,May-20,9333,8834,499,5.3
Atchison County,MO,May-20,2757,2607,150,5.4
Audrain County,MO,May-20,10764,9652,1112,10.3
Barry County,MO,May-20,15951,14354,1597,10
Barton County,MO,May-20,5176,4817,359,6.9
Bates County,MO,May-20,7490,6994,496,6.6
Benton County,MO,May-20,7184,6453,731,10.2
Bollinger County,MO,May-20,5151,4720,431,8.4
Boone County,MO,May-20,94580,88397,6183,6.5
Buchanan County,MO,May-20,42950,39977,2973,6.9
Butler County,MO,May-20,17896,16111,1785,10
Caldwell County,MO,May-20,4311,3919,392,9.1
Callaway County,MO,May-20,20961,19687,1274,6.1
Camden County,MO,May-20,18242,16362,1880,10.3
Cape Girardeau County,MO,May-20,38020,34666,3354,8.8
Carroll County,MO,May-20,4637,4341,296,6.4
Carter County,MO,May-20,2507,2292,215,8.6
Cass County,MO,May-20,52094,47834,4260,8.2
Cedar County,MO,May-20,5646,5356,290,5.1
Chariton County,MO,May-20,3666,3503,163,4.4
Christian County,MO,May-20,43616,40176,3440,7.9
Clark County,MO,May-20,3272,2963,309,9.4
Clay County,MO,May-20,135686,118784,16902,12.5
Clinton County,MO,May-20,10675,9474,1201,11.3
Cole County,MO,May-20,38257,35879,2378,6.2
Cooper County,MO,May-20,7327,6678,649,8.9
Crawford County,MO,May-20,10787,9782,1005,9.3
Dade County,MO,May-20,3549,3362,187,5.3
Dallas County,MO,May-20,6876,6345,531,7.7
Daviess County,MO,May-20,4190,3960,230,5.5
DeKalb County,MO,May-20,4709,4444,265,5.6
Dent County,MO,May-20,6117,5754,363,5.9
Douglas County,MO,May-20,5265,4577,688,13.1
Dunklin County,MO,May-20,11531,10464,1067,9.3
Franklin County,MO,May-20,52055,46374,5681,10.9
Gasconade County,MO,May-20,7758,7003,755,9.7
Gentry County,MO,May-20,3459,3342,117,3.4
Greene County,MO,May-20,148121,135522,12599,8.5
Grundy County,MO,May-20,4360,4099,261,6
Harrison County,MO,May-20,3831,3633,198,5.2
Henry County,MO,May-20,9576,8752,824,8.6
Hickory County,MO,May-20,3780,3557,223,5.9
Holt County,MO,May-20,2545,2454,91,3.6
Howard County,MO,May-20,4689,4411,278,5.9
Howell County,MO,May-20,16151,14743,1408,8.7
Iron County,MO,May-20,3502,3159,343,9.8
Jackson County,MO,May-20,353789,312644,41145,11.6
Jasper County,MO,May-20,56408,51365,5043,8.9
Jefferson County,MO,May-20,114130,102481,11649,10.2
Johnson County,MO,May-20,23072,21196,1876,8.1
Knox County,MO,May-20,1742,1673,69,4
Laclede County,MO,May-20,17239,15154,2085,12.1
Lafayette County,MO,May-20,16220,14902,1318,8.1
Lawrence County,MO,May-20,17923,16426,1497,8.4
Lewis County,MO,May-20,5062,4680,382,7.5
Lincoln County,MO,May-20,28039,24847,3192,11.4
Linn County,MO,May-20,4959,4626,333,6.7
Livingston County,MO,May-20,7228,6918,310,4.3
McDonald County,MO,May-20,10489,9830,659,6.3
Macon County,MO,May-20,7283,6877,406,5.6
Madison County,MO,May-20,5523,5012,511,9.3
Maries County,MO,May-20,3821,3585,236,6.2
Marion County,MO,May-20,14082,13207,875,6.2
Mercer County,MO,May-20,1971,1895,76,3.9
Miller County,MO,May-20,12270,11077,1193,9.7
Mississippi County,MO,May-20,5650,5323,327,5.8
Moniteau County,MO,May-20,7301,6882,419,5.7
Monroe County,MO,May-20,3731,3446,285,7.6
Montgomery County,MO,May-20,5747,5297,450,7.8
Morgan County,MO,May-20,8026,7309,717,8.9
New Madrid County,MO,May-20,8455,7790,665,7.9
Newton County,MO,May-20,27094,24671,2423,8.9
Nodaway County,MO,May-20,10989,10432,557,5.1
Oregon County,MO,May-20,4010,3686,324,8.1
Osage County,MO,May-20,6968,6658,310,4.4
Ozark County,MO,May-20,3500,3149,351,10
Pemiscot County,MO,May-20,6471,5797,674,10.4
Perry County,MO,May-20,10272,8998,1274,12.4
Pettis County,MO,May-20,21330,19034,2296,10.8
Phelps County,MO,May-20,18922,17773,1149,6.1
Pike County,MO,May-20,7481,6797,684,9.1
Platte County,MO,May-20,57119,51288,5831,10.2
Polk County,MO,May-20,14005,13098,907,6.5
Pulaski County,MO,May-20,14241,13156,1085,7.6
Putnam County,MO,May-20,2295,2156,139,6.1
